Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"HANOVER INSURANCE GROUP, INC.",944695,THG,NYSE,043263626,"440 LINCOLN ST",,WORCESTER,Worcester,MA,MASSACHUSETTS,"US New England",01653,"(508) 855-1000",DE,,,6331,"Fire, Marine, and Casualty Insurance",524126,"Direct Property and Casualty Insurance Carriers",34,"PricewaterhouseCoopers LLP",1,,,,"2,866,000",0,0,0,0,,,"7,438","7,438","2,873,438",USD,,,0,2021-12-31,2021,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2022-03-25,132.73,2021-12-29,"4,722,565,632",2021-12-31,"5,227,800,000","418,700,000","2,966,100,000","14,254,300,000"
"BLACKLINE, INC.",1666134,BL,"NASDAQ Global Select Market",463354276,"21300 VICTORY BOULEVARD","12TH FLOOR","WOODLAND HILLS","Los Angeles",CA,CALIFORNIA,"US West",91367,"(818) 223-9008",DE,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"PricewaterhouseCoopers LLP",1,,,,"2,420,000","320,000",0,0,"420,332",,,"12,900","753,232","3,173,232",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-03-25,103.38,2021-12-29,"6,063,783,936",2021-12-31,"425,706,000","-115,161,000","4,283,000","1,817,578,000"
"BARNES GROUP INC",9984,B,NYSE,060247840,"123 MAIN ST",,BRISTOL,Hartford,CT,CONNECTICUT,"US New England",06010,"(860) 583-7070",DE,,,3490,"Miscellaneous Fabricated Metal Products",332999,"All Other Miscellaneous Fabricated Metal Product Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"3,009,775","157,563",0,0,"556,394",,,"1,818","715,775","3,725,550",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-25,46.91,2021-12-29,"2,374,927,360",2021-12-31,"1,258,846,000","99,873,000","-26,850,000","2,576,820,000"
"UNISYS CORP",746838,UIS,NYSE,380387840,"801 LAKEVIEW DRIVE, SUITE 100",,"BLUE BELL",Montgomery,PA,PENNSYLVANIA,"US Mid Atlantic",19422,"(215) 986-4011",DE,,,7373,"Computer Integrated Systems Design",541512,"Computer Systems Design Services",34,"PricewaterhouseCoopers LLP",1,,,,"5,800,000","1,000,000",0,0,"700,000",,,0,"1,700,000","7,500,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-25,20.78,2021-12-29,"1,395,423,232",2021-12-31,"2,054,400,000","-448,500,000","-639,800,000","2,419,500,000"
"INTERNATIONAL FLAVORS & FRAGRANCES INC",51253,IFF,NYSE,131432060,"521 W 57TH ST",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10019,"(212) 765-5500",NY,,,2860,"Industrial Organic Chemicals",325199,"All Other Basic Organic Chemical Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"14,792,324","1,383,941",0,0,"240,765",,,"105,508","1,730,214","16,522,538",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-25,148.99,2021-12-29,"37,924,958,208",2021-12-31,"11,656,000,000","270,000,000","-5,733,000,000","39,658,000,000"
"NUCOR CORP",73309,NUE,NYSE,131860817,"1915 REXFORD RD",,CHARLOTTE,Mecklenburg,NC,"NORTH CAROLINA","US Southeast",28211,"(704) 366-7000",DE,,,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills",331111,"Iron and Steel Mills",34,"PricewaterhouseCoopers LLP",1,,,,"4,907,500",0,0,0,"8,000",,,"11,650","19,650","4,927,150",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-25,114.89,2021-12-29,"32,835,432,448",2021-12-31,"36,483,939,000","6,827,461,000","10,085,286,000","25,823,072,000"
"Allison Transmission Holdings Inc",1411207,ALSN,NYSE,260414014,"ONE ALLISON WAY",,Indianapolis,Marion,IN,INDIANA,"US Midwest",46222,"(317) 242-5000",DE,,,3714,"Motor Vehicle Parts and Accessories",336350,"Motor Vehicle Transmission and Power Train Parts Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,592,542",0,0,0,0,,,0,0,"1,592,542",USD,,,0,2021-12-31,2021,12,1231,,"Russell 1000","DEF 14A",2022-03-25,35.44,2021-12-29,"3,694,983,936",2021-12-31,"2,402,000,000","442,000,000","-2,347,000,000","4,457,000,000"
"MGIC INVESTMENT CORP",876437,MTG,NYSE,391486475,"250 EAST KILBOURN AVENUE",,MILWAUKEE,Milwaukee,WI,WISCONSIN,"US Midwest",53202,"(414) 347-6480",WI,,,6351,"Surety Insurance",524210,"Insurance Agencies and Brokerages",34,"PricewaterhouseCoopers LLP",1,,,,"2,519,800","135,000",0,0,"124,000",,,"5,400","264,400","2,784,200",USD,,,0,2021-12-31,2021,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2022-03-25,14.45,2021-12-29,"4,704,669,696",2021-12-31,"1,185,675,000","634,983,000",,"7,325,008,000"
"SERVICE CORP INTERNATIONAL",89089,SCI,NYSE,741488375,"1929 ALLEN PKWY","P O BOX 130548",HOUSTON,Harris,TX,TEXAS,"US Southwest",77019,"(713) 522-5141",TX,,,7200,"Services-Personal Services",812210,"Funeral Homes and Funeral Services",34,"PricewaterhouseCoopers LLP",1,,,,"6,262,075","328,713",0,0,"417,840","417,840",,974,"747,527","7,009,602",USD,,,0,2021-12-31,2021,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2022-03-25,71.25,2021-12-29,"11,749,970,944",2021-12-31,"4,143,143,000","802,939,000","-5,637,000","15,691,178,000"
"MASCO CORP /DE/",62996,MAS,NYSE,381794485,"17450 COLLEGE PARKWAY",,LIVONIA,Wayne,MI,MICHIGAN,"US Midwest",48152,"(313) 274-7400",DE,,,3430,"Heating Equip, Except Elec & Warm Air; & Plumbing Fixtures",337110,"Wood Kitchen Cabinet and Countertop Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"7,500,000",0,0,0,"1,600,000",,,0,"1,600,000","9,100,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-25,70.23,2021-12-29,"17,142,264,832",2021-12-31,"8,375,000,000","410,000,000","-1,113,000,000","5,575,000,000"
"Invesco Ltd.",914208,IVZ,NYSE,980557567,"1555 PEACHTREE STREET NE","SUITE 1800",ATLANTA,Fulton,GA,GEORGIA,"US Southeast",30309,"(404) 892-0896",D0,,,6282,"Investment Advice",523930,"Investment Advice",34,"PricewaterhouseCoopers LLP",1,,,,"5,900,000","2,100,000",0,0,"900,000",,,"100,000","3,100,000","9,000,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-25,23.36,2021-12-29,"10,773,784,576",2021-12-31,"6,894,500,000","1,629,800,000","-103,900,000","32,685,600,000"
"Essent Group Ltd.",1448893,ESNT,NYSE,,"CLARENDON HOUSE","2 CHURCH STREET",,,D0,BERMUDA,Foreign,"HM 11","(441) 297-9901",D0,,,6351,"Surety Insurance",524126,"Direct Property and Casualty Insurance Carriers",34,"PricewaterhouseCoopers LLP",1,,,,"1,187,849","397,100",0,0,"521,999",,,0,"919,099","2,106,948",USD,,,0,2021-12-31,2021,12,1231,"S&P 400 MidCap","Russell 2000","DEF 14A",2022-03-25,45.49,2021-12-29,"5,023,573,504",2021-12-31,"1,028,510,000","681,783,000",,"5,722,174,000"
"CUMMINS INC",26172,CMI,NYSE,350257090,"500 JACKSON ST","BOX 3005 MAIL CODE 60207",COLUMBUS,Bartholomew,IN,INDIANA,"US Midwest",47202-3005,"(812) 377-3842",IN,,,3510,"Engines & Turbines",336399,"All Other Motor Vehicle Parts Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"12,300,000","1,100,000",0,0,"400,000",,,0,"1,500,000","13,800,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-28,218.72,2021-12-29,"31,283,924,992",2021-12-31,"24,021,000,000","2,131,000,000","6,287,000,000","23,710,000,000"
"COMMUNITY BANK SYSTEM, INC.",723188,CBU,NYSE,161213679,"5790 WIDEWATERS PKWY",,DEWITT,Onondaga,NY,"NEW YORK","US Mid Atlantic",13214,"(800) 724-2262",DE,,,6021,"National Commercial Banks",522110,"Commercial Banking",34,"PricewaterhouseCoopers LLP",1,,,,"1,222,093","45,000",0,0,"128,700","108,700","20,000","7,560","181,260","1,403,353",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-28,74.88,2021-12-29,"4,038,357,248",2021-12-31,"629,486,000","189,694,000","1,236,472,000","15,552,657,000"
"PROGRESSIVE CORP/OH/",80661,PGR,NYSE,340963169,"6300 WILSON MILLS RD",,"MAYFIELD VILLAGE",Cuyahoga,OH,OHIO,"US Midwest",44143,"(440) 461-5000",OH,,,6331,"Fire, Marine, and Casualty Insurance",524126,"Direct Property and Casualty Insurance Carriers",34,"PricewaterhouseCoopers LLP",1,,,,"5,475,144","494,000",0,0,0,,,"102,500","596,500","6,071,644",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-28,103.97,2021-12-29,"60,829,065,216",2021-12-31,"47,702,000,000","3,350,900,000","17,661,600,000","71,132,300,000"
"CUMULUS MEDIA INC",1058623,CMLS,"NASDAQ Global Market",825134717,"3280 PEACHTREE ROAD N.W.","SUITE 2300",ATLANTA,Fulton,GA,GEORGIA,"US Southeast",30305,"(404) 949-0700",DE,,,4832,"Radio Broadcasting Stations",515112,"Radio Stations",34,"PricewaterhouseCoopers LLP",1,,,,"1,500,000",0,0,0,"23,000",,,0,"23,000","1,523,000",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-03-28,11,2021-12-29,"203,919,440",2021-12-31,"916,467,000","17,278,000","-542,798,000","1,717,382,000"
"W. P. Carey Inc.",1025378,WPC,NYSE,454549771,"ONE MANHATTAN WEST, 395 9TH AVENUE","58TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10001,"(212) 492-1100",MD,,,6798,"Real Estate Investment Trusts",531120,"Lessors of Nonresidential Buildings (except Miniwarehouses)",34,"PricewaterhouseCoopers LLP",1,,,,"3,700,000","361,027",0,0,"1,840,867","1,547,681","293,186","95,000","2,296,894","5,996,894",USD,,,0,2021-12-31,2021,12,1231,,"Russell 1000","DEF 14A",2022-03-28,83.05,2021-12-29,"15,470,965,760",2021-12-31,"1,331,524,000","409,988,000","4,294,256,000","15,480,630,000"
"Uber Technologies, Inc",1543151,UBER,NYSE,452647441,"1515 3RD STREET",,"SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94158,"(415) 612-8582",DE,,,7389,"Business Services, NEC",485310,"Taxi Service",34,"PricewaterhouseCoopers LLP",1,,,,"26,853,000",0,0,0,"159,000",,,"43,000","202,000","27,055,000",USD,,,0,2021-12-31,2021,12,1231,,"Russell 1000","DEF 14A",2022-03-28,42.46,2021-12-29,"82,377,424,896",2021-12-31,"17,455,000,000","-496,000,000","3,830,000,000","38,774,000,000"
"IMPERIAL OIL LTD",49938,IMO,"NYSE MKT",980017682,"505 QUARRY PARK BOULEVARD S.E.",,CALGARY,,A0,ALBERTA,Canada,"T2C 5N1",1-800-567-3776,A0,,,2911,"Petroleum Refining",324110,"Petroleum Refineries",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP Chartered Accountants",191,ONTARIO,"1,507,897","73,400",0,0,0,,,0,"73,400","1,581,297",USD,,,0,2021-12-31,2021,12,1231,,,10-K,2022-02-23,35.4,2021-12-29,"24,624,642,048",2021-12-31,"29,694,000,000","1,963,000,000","16,437,000,000","32,286,000,000"
"ADTRAN Holdings, Inc.",926282,ADTN,"NASDAQ Global Select Market",872164282,"901 EXPLORER BLVD",,HUNTSVILLE,Madison,AL,ALABAMA,"US Southeast",35806,"(256) 963-8220",,,,3661,"Telephone and Telegraph Apparatus",334210,"Telephone Apparatus Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,932,000","700,000",0,0,0,,,900,"700,900","2,632,900",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-29,23.06,2021-12-29,"1,122,560,512",2021-12-31,"563,004,000","-8,635,000","330,841,000","569,017,000"
"American Water Works Company, Inc.",1410636,AWK,NYSE,510063696,"1 WATER STREET",,CAMDEN,Camden,NJ,"NEW JERSEY","US Mid Atlantic",08102-1658,"(856) 955-4001",DE,,,4941,"Water Supply",221310,"Water Supply and Irrigation Systems",34,"PricewaterhouseCoopers LLP",1,,,,"3,748,000",0,0,0,"350,000",,,"73,000","423,000","4,171,000",USD,Yes,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-29,187.39,2021-12-29,"34,018,359,296",2021-12-31,"3,930,000,000","1,263,000,000","6,162,000,000","26,075,000,000"
"FORRESTER RESEARCH, INC.",1023313,FORR,"NASDAQ Global Select Market",042797789,"60 ACORN PARK DRIVE",,CAMBRIDGE,Middlesex,MA,MASSACHUSETTS,"US New England",02140,"(617) 613-6000",DE,,,8700,"Services-Engineering, Accounting, Research, Management",541910,"Marketing Research and Public Opinion Polling",34,"PricewaterhouseCoopers LLP",1,,,,"1,463,426",0,0,0,"36,252",,,"6,706","42,958","1,506,384",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-29,60.5,2021-12-29,"1,159,845,504",2021-12-31,"494,315,000","24,844,000","-103,820,000","680,129,000"
"CNO Financial Group, Inc.",1224608,CNO,NYSE,753108137,"11825 N PENNSYLVANIA ST",,CARMEL,Hamilton,IN,INDIANA,"US Midwest",46032,"(317) 817-6100",DE,,,6321,"Accident and Health Insurance",524130,"Reinsurance Carriers",34,"PricewaterhouseCoopers LLP",1,,,,"4,800,000",0,0,0,0,,,0,0,"4,800,000",USD,Yes,,0,2021-12-31,2021,12,1231,"S&P 400 MidCap","Russell 2000","DEF 14A",2022-03-29,24.28,2021-12-29,"2,994,051,072",2021-12-31,"4,122,200,000","441,000,000",,"36,204,400,000"
"Ellington Financial Inc.",1411342,EFC,NYSE,260489289,"53 Forest Ave",,Greenwich,Fairfield,CT,CONNECTICUT,"US New England",06870,"(203) 698-1200",DE,,,6500,"Real Estate",525990,"Other Financial Vehicles",34,"PricewaterhouseCoopers LLP",1,,,,"2,081,415",0,0,0,0,,,"1,364","1,364","2,082,779",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-29,17.13,2021-12-29,"983,735,936",2021-12-31,"131,475,000","219,059,000",,"5,177,419,000"
"KRONOS WORLDWIDE INC",1257640,KRO,NYSE,760294959,"5430 LBJ FREEWAY","SUITE 1700",DALLAS,Dallas,TX,TEXAS,"US Southwest",75240-2620,"(972) 233-1700",DE,59255,"VALHI INC /DE/",2810,"Industrial Inorganic Chemicals",325131,"Inorganic Dye and Pigment Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"4,071,000","41,000",0,0,"6,000",,,0,"47,000","4,118,000",USD,,No,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-03-29,15.01,2021-12-29,"1,734,404,224",2021-12-31,"1,939,400,000","112,900,000",,"2,012,800,000"
"AMERICAN INTERNATIONAL GROUP, INC.",5272,AIG,NYSE,132592361,"1271 AVE OF THE AMERICAS","FL 37","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10020-1304,"(212) 770-7000",DE,,,6331,"Fire, Marine, and Casualty Insurance",524130,"Reinsurance Carriers",34,"PricewaterhouseCoopers LLP",1,,,,"47,600,000","40,800,000",0,0,"1,600,000",,,"400,000","42,800,000","90,400,000",USD,Yes,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-29,56.78,2021-12-29,"47,144,296,448",2021-12-31,"52,057,000,000","9,388,000,000",,"596,112,000,000"
"ZIMMER BIOMET HOLDINGS, INC.",1136869,ZBH,NYSE,134151777,"345 EAST MAIN STREET",,WARSAW,Kosciusko,IN,INDIANA,"US Midwest",46580,"(574) 267-6131",DE,,,3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies",339113,"Surgical Appliance and Supplies Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"9,582,000","6,907,000",0,0,"1,051,000",,,"11,000","7,969,000","17,551,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-29,128.23,2021-12-29,"26,788,274,176",2021-12-31,"6,827,300,000","401,600,000","-1,792,300,000","23,456,400,000"
"AMEREN CORP",1002910,AEE,NYSE,431723446,"1901 CHOUTEAU AVE","MC 1310","ST LOUIS","Saint Louis City",MO,MISSOURI,"US Southeast",63166-6149,"(314) 621-3222",MO,,,4931,"Electric and Other Services Combined",221122,"Electric Power Distribution",34,"PricewaterhouseCoopers LLP",1,,,,"4,157,000","225,000",0,0,0,,,"28,650","253,650","4,410,650",USD,Uncertain,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-29,88.91,2021-12-29,"22,903,767,040",2021-12-31,"6,394,000,000","990,000,000","9,289,000,000","35,735,000,000"
"AKAMAI TECHNOLOGIES INC",1086222,AKAM,"NASDAQ Global Select Market",043432319,"145 BROADWAY",,CAMBRIDGE,Middlesex,MA,MASSACHUSETTS,"US New England",02142,"(617) 444-3000",DE,,,7389,"Business Services, NEC",334119,"Other Computer Peripheral Equipment Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"3,713,000","1,014,000",0,0,"615,000",,,"83,000","1,712,000","5,425,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-30,118.33,2021-12-29,"19,226,249,216",2021-12-31,"3,461,223,000","651,642,000","2,060,535,000","8,138,673,000"
"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",1100682,CRL,NYSE,061397316,"251 BALLARDVALE ST",,WILMINGTON,Middlesex,MA,MASSACHUSETTS,"US New England",01887,"(781) 222-6000",DE,,,8731,"Commercial Physical and Biological Research",325414,"Biological Product (except Diagnostic) Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"6,479,044","3,258,316",0,0,"1,013,393",,,"1,646,751","5,918,460","12,397,504",USD,,,0,2021-12-25,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-30,375.34,2021-12-27,"18,941,306,880",2021-12-25,"3,540,160,000","390,982,000","-1,185,243,000","7,024,292,000"
"POPULAR, INC.",763901,BPOP,"NASDAQ Global Select Market",660667416,"209 MUNOZ RIVERA AVE","POPULAR CENTER BUILDING","HATO REY",,PR,"PUERTO RICO","US Southeast",00918,"(787) 765-9800",,,,6022,"State Commercial Banks",522110,"Commercial Banking",34,"PricewaterhouseCoopers LLP",1,,,,"9,004,954","782,546",0,0,"191,147",,,"5,400","979,093","9,984,047",USD,,,0,2021-12-31,2021,12,1231,,"Russell 1000","DEF 14A",2022-03-30,81.93,2021-12-29,"6,542,702,080",2021-12-31,"2,793,182,000","934,889,000","5,232,885,000","75,097,899,000"
"ChampionX Corp",1723089,CHX,NYSE,823066826,"2445 TECHNOLOGY FOREST BLVD","BUILDING 4, FLOOR 12","THE WOODLANDS",Montgomery,TX,TEXAS,"US Southwest",77381,"(281) 403-5772",DE,,,3530,"Construction, Mining & Materials Handling Machinery & Equip",333132,"Oil and Gas Field Machinery and Equipment Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"6,206,294",0,0,0,"618,338","618,338",,"86,045","704,383","6,910,677",USD,,,0,2021-12-31,2021,12,1231,"S&P 400 MidCap","Russell 2000","DEF 14A",2022-03-30,20.33,2021-12-29,"4,108,080,384",2021-12-31,"3,074,990,000","113,299,000","666,308,000","3,534,701,000"
"Seagen Inc.",1060736,SGEN,"NASDAQ Global Select Market",911874389,"21823 30TH DRIVE SE",SUITE,BOTHELL,Snohomish,WA,WASHINGTON,"US West",98021,"(425) 527-4000",WA,,,2836,"Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,806,000",0,0,0,0,,,"2,700","2,700","1,808,700",USD,,,0,2021-12-31,2021,12,1231,,"Russell 1000","DEF 14A",2022-03-30,158.92,2021-12-29,"29,059,442,688",2021-12-31,"1,574,371,000","-674,471,000","2,529,875,000","3,719,604,000"
TransUnion,1552033,TRU,NYSE,611678417,"555 WEST ADAMS STREET",,CHICAGO,Cook,IL,ILLINOIS,"US Midwest",60661,"(312) 985-2000",DE,,,7320,"Services-Consumer Credit Reporting, Collection Agencies",561450,"Credit Bureaus",34,"PricewaterhouseCoopers LLP",1,,,,"5,900,000","6,000,000",0,0,"1,300,000","900,000","400,000",0,"7,300,000","13,200,000",USD,Uncertain,,0,2021-12-31,2021,12,1231,,"Russell 1000","DEF 14A",2022-03-30,119.35,2021-12-29,"22,867,460,096",2021-12-31,"2,960,200,000","1,387,100,000","-5,388,200,000","12,635,000,000"
"NL INDUSTRIES INC",72162,NL,NYSE,135267260,"5430 LBJ FREEWAY","SUITE 1700",DALLAS,Dallas,TX,TEXAS,"US Southwest",75240-2620,"(972) 233-1700",NJ,59255,"VALHI INC /DE/",2810,"Industrial Inorganic Chemicals",325131,"Inorganic Dye and Pigment Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"697,000",0,0,0,0,,,0,0,"697,000",USD,,Yes,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-03-30,7.22,2021-12-29,"352,355,744",2021-12-31,"140,815,000","51,188,000","335,314,000","596,152,000"
"Tronox Holdings plc",1530804,TROX,NYSE,981467236,"263 TRESSER BLVD., SUITE 1100",,STAMFORD,Fairfield,CT,CONNECTICUT,"US New England",06901,"(203) 705-3800",X0,,,2810,"Industrial Inorganic Chemicals",325188,"All Other Basic Inorganic Chemical Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"5,300,000","140,000",0,0,"681,000",,,"10,000","831,000","6,131,000",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-03-30,23.63,2021-12-29,"3,635,880,448",2021-12-31,"3,572,000,000","286,000,000","1,777,000,000","5,987,000,000"
"TELEFLEX INC",96943,TFX,NYSE,231147939,"550 E SWEDESFORD RD","SUITE 400",WAYNE,Delaware,PA,PENNSYLVANIA,"US Mid Atlantic",19087,"(610) 225-6800",DE,,,3841,"Surgical and Medical Instruments and Apparatus",339113,"Surgical Appliance and Supplies Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"6,370,434","63,549",0,0,"1,289,943","477,762","812,181","58,385","1,411,877","7,782,311",USD,Uncertain,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-30,333.69,2021-12-29,"15,631,691,776",2021-12-31,"2,809,563,000","485,374,000","-1,038,521,000","6,871,722,000"
"RLJ Lodging Trust",1511337,RLJ,NYSE,274706509,"3 BETHESDA METRO CENTER","SUITE 1000",BETHESDA,Montgomery,MD,MARYLAND,"US Mid Atlantic",20814,"(301) 280-7777",MD,,,6798,"Real Estate Investment Trusts",525930,"Real Estate Investment Trusts",34,"PricewaterhouseCoopers LLP",1,,,,"1,710,646",0,0,0,"353,383",,,0,"353,383","2,064,029",USD,Uncertain,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-03-30,13.92,2021-12-29,"2,318,790,656",2021-12-31,"785,664,000","-305,168,000",,"5,148,976,000"
"B2GOLD CORP",1429937,BTG,"NYSE MKT",000000000,"PARK PLACE","SUITE 3400 - 666 BURRARD STREET",VANCOUVER,,A1,"BRITISH COLUMBIA",Canada,"V6C 2X8","(604) 601-2962",A1,,,1040,"Metal Mining",212221,"Gold Ore Mining",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP Chartered Accountants",191,ONTARIO,"1,228,985",0,0,0,"208,798",,,943,"209,741","1,438,726",USD,,,0,2021-12-31,2021,12,1231,,,40-F,2022-03-30,3.81,2021-12-29,"4,004,836,352",2021-12-31,"1,762,264,000","460,825,000",,"3,561,293,000"
"PEARSON PLC",938323,PSO,NYSE,000000000,"80 STRAND",,LONDON,,X0,"UNITED KINGDOM",Foreign,"WC2R 0RL",442070102000,X0,,,2731,"Books: Publishing, or Publishing and Printing",511130,"Book Publishers",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP",121,"UNITED KINGDOM","9,630,258",0,0,0,0,,,0,0,"9,630,258",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-30,8.25,2021-12-29,"6,214,375,424",2021-12-31,"4,643,000,000","241,000,000","2,033,000,000","9,946,000,000"
"Ternium S.A.",1342874,TX,NYSE,000000000,"26, BOULEVARD ROYAL","4TH FLOOR",LUXEMBOURG,,N4,LUXEMBOURG,Foreign,L-2449,"(352) 4661-11-3815",N4,,,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills",331111,"Iron and Steel Mills",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Société coopérative",433,LUXEMBOURG,"3,157,000","78,000",0,0,0,,,"6,000","84,000","3,241,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-30,42.81,2021-12-29,"8,582,306,816",2021-12-31,"16,090,744,000","4,367,191,000","9,632,763,000","17,097,907,000"
"Sohu.com Ltd",1734107,SOHU,"NASDAQ Global Select Market",,"LEVEL 18, SOHU.COM MEDIA PLAZA, BLOCK 3","NO. 2 KEXUEYUAN S. RD., HAIDIAN DISTRICT",BEIJING,,F4,CHINA,Foreign,100190,86-10-6272-6666,E9,,,7374,"Computer Processing and Data Preparation and Processing Services",518210,"Data Processing, Hosting, and Related Services",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Zhong Tian LLP",94,CHINA,"1,991,000","36,000",0,0,"243,000",,,"2,000","281,000","2,272,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-31,15.13,2021-12-29,"594,704,640",2021-12-31,"835,576,000","934,173,000","1,232,922,000","2,245,785,000"
"TENARIS SA",1190723,TS,NYSE,000000000,"26, BOULEVARD ROYAL, 4TH FLOOR",,LUXEMBOURG,,N4,LUXEMBOURG,Foreign,L-2449,1-888-300-5432,N4,,,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills",331111,"Iron and Steel Mills",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Société coopérative",433,LUXEMBOURG,"3,804,000","220,000",0,0,0,,,"5,000","225,000","4,029,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-31,21.01,2021-12-29,"12,401,539,072",2021-12-31,"6,521,207,000","1,053,318,000","10,588,402,000","14,449,431,000"
